geometry,date_time,start_polygon_id,start_polygon_name,end_polygon_id,end_polygon_name,length_km,tile_size,country,level,n_crisis,n_baseline,n_difference,percent_change,is_statistically_significant,z_score,start_lat,start_lon,end_lat,end_lon,start_quadkey,end_quadkey
"LINESTRING (-7.932128906250001 40.296284438846904, -7.932128906250001 40.296284438846904)",2020-04-13 0000,730341,Vila Pouca da Beira,730341,Vila Pouca da Beira,0,13,PT,LEVEL5,21,19,2,10,0,2.8284271247462,40.300540967351,-7.9261537597833,40.300540967351,-7.9261537597833,0331101021211,0331101021211
"LINESTRING (-7.932128906250001 40.43022155465121, -7.932128906250001 40.43022155465121)",2020-04-13 0000,732387,Oliveira do Conde,732387,Oliveira do Conde,0,13,PT,LEVEL5,14,12.6,1.4,10.294117647059,0,0.9231326627541,40.445141376612,-7.9566648781179,40.445141376612,-7.9566648781179,0331101021011,0331101021011
"LINESTRING (-7.932128906250001 40.530499694727304, -7.932128906250001 40.530499694727304)",2020-04-13 0000,732508,Aguieira,732508,Aguieira,0,13,PT,LEVEL5,37,29.4,7.6,25,0,0.91294996219817,40.527445950598,-7.9239591194936,40.527445950598,-7.9239591194936,0331101003213,0331101003213
"LINESTRING (-7.932128906250001 40.79717533121495, -7.932128906250001 40.79717533121495)",2020-04-13 0000,732590,Pindelo dos Milagres,732590,Pindelo dos Milagres,0,13,PT,LEVEL5,16,14.2,1.8,11.842105263158,0,0.830278087226,40.795649669928,-7.9652963286535,40.795649669928,-7.9652963286535,0331101001213,0331101001213
"LINESTRING (-7.932128906250001 40.86367758079973, -7.932128906250001 40.86367758079973)",2020-04-13 0000,732400,Mamouros,732400,Mamouros,0,13,PT,LEVEL5,51,47.6,3.4,6.9958847736625,0,0.67595635661441,40.842163540842,-7.9475592664908,40.842163540842,-7.9475592664908,0331101001033,0331101001033
"LINESTRING (-7.932128906250001 40.8969036908279, -7.932128906250001 40.8969036908279)",2020-04-13 0000,732394,Castro Daire,732394,Castro Daire,0,13,PT,LEVEL5,199,192,7,3.6269430051813,0,0.30535967156778,40.91443509555,-7.9122529693416,40.91443509555,-7.9122529693416,0331101001031,0331101001031
"LINESTRING (-7.932128906250001 41.16211185167059, -7.932128906250001 41.16211185167059)",2020-04-13 0000,731363,Gestaçô,731363,Gestaçô,0,13,PT,LEVEL5,74,65.4,8.6,12.951807228916,0,0.96880270447757,41.172879614063,-7.9321529142414,41.172879614063,-7.9321529142414,0313323223031,0313323223031
"LINESTRING (-7.932128906250001 41.393292198855946, -7.932128906250001 41.393292198855946)",2020-04-13 0000,732225,Mondim de Basto,732225,Mondim de Basto,0,13,PT,LEVEL5,50,45.8,4.2,8.974358974359,0,1.1785484198593,41.402392372199,-7.9485939000757,41.402392372199,-7.9485939000757,0313323221033,0313323221033
"LINESTRING (-7.932128906250001 41.49211874885877, -7.932128906250001 41.49211874885877)",2020-04-13 0000,729433,Caves,729433,Caves,0,13,PT,LEVEL5,37,36.4,0.6,1.6042780748663,0,0.10098663418139,41.522095381391,-7.8953431522188,41.522095381391,-7.8953431522188,0313323221011,0313323221011
"LINESTRING (-6.350097656249999 41.689320167419794, -6.350097656249999 41.689320167419794)",2020-04-13 0000,888638,Alcañices,888638,Alcañices,0,13,ES,LEVEL4,36,36.8,-0.8,-2.1164021164021,0,-0.25686451962717,41.697046233257,-6.3660563632012,41.697046233257,-6.3660563632012,0313323303131,0313323303131
"LINESTRING (-7.932128906250002 40.697296925750315, -7.932128906250002 40.697296925750315)",2020-04-13 0000,729006,Abraveses,729006,Abraveses,0,13,PT,LEVEL5,377,355.6,21.4,6.0011217049916,0,0.5244845986161,40.693743983226,-7.907958558661,40.693743983226,-7.907958558661,0331101003011,0331101003011
"LINESTRING (-7.932128906250002 41.6564951021405, -7.932128906250002 41.6564951021405)",2020-04-13 0000,732254,Salto,732254,Salto,0,13,PT,LEVEL5,27,22.2,4.8,20.689655172414,0,1.0814541817424,41.629100521738,-7.9360186379173,41.629100521738,-7.9360186379173,0313323203033,0313323203033
"LINESTRING (-7.976074218749998 40.463664244341096, -7.976074218749998 40.463664244341096)",2020-04-13 0000,732385,Cabanas de Viriato,732385,Cabanas de Viriato,0,13,PT,LEVEL5,96,94.8,1.2,1.2526096033403,0,0.098406947775778,40.479809222828,-7.9753864572101,40.479809222828,-7.9753864572101,0331101003232,0331101003232
"LINESTRING (-7.976074218749998 40.86367758079973, -7.976074218749998 40.86367758079973)",2020-04-13 0000,732392,Alva,732392,Alva,0,13,PT,LEVEL5,15,11.4,3.6,29.032258064516,0,1.4342743312013,40.857621869843,-7.9672549624835,40.857621869843,-7.9672549624835,0331101001032,0331101001032
"LINESTRING (-6.35009765625 37.35269077168195, -6.35009765625 37.35269077168195)",2020-04-13 0000,887177,Huévar del Aljarafe,887177,Huévar del Aljarafe,0,13,ES,LEVEL4,51,51.6,-0.6,-1.1406844106464,0,-0.13155870289605,37.35903775001,-6.2933652540916,37.35903775001,-6.2933652540916,0331103303131,0331103303131
"LINESTRING (-7.976074218749999 37.03763765401447, -7.932128906249999 37.03763765401447)",2020-04-13 0000,728944,Montenegro,728942,São Pedro,3.9006025188265,13,PT,LEVEL5,23,28,-5,-17.241379310345,0,-0.62745580513816,37.029720816009,-7.9717884826986,37.042629420677,-7.9468042084483,0331103221032,0331103221033
"LINESTRING (-7.976074218749999 37.03763765401447, -7.976074218749999 37.03763765401447)",2020-04-13 0000,728944,Montenegro,728944,Montenegro,0,13,PT,LEVEL5,687,656.2,30.8,4.6865489957395,0,0.51232391115356,37.029720816009,-7.9717884826986,37.029720816009,-7.9717884826986,0331103221032,0331103221032
"LINESTRING (-7.976074218749999 37.07270845486644, -7.976074218749999 37.07270845486644)",2020-04-13 0000,730503,Almancil,730503,Almancil,0,13,PT,LEVEL5,264,252.8,11.2,4.4129235618597,0,0.6943275159908,37.064773538057,-8.0177002412301,37.064773538057,-8.0177002412301,0331103221030,0331103221030
"LINESTRING (-6.35009765625 37.38761546711722, -6.35009765625 37.38761546711722)",2020-04-13 0000,887156,Castilleja del Campo,887156,Castilleja del Campo,0,13,ES,LEVEL4,83,79.2,3.8,4.7381546134663,0,0.46183757303842,37.391905362495,-6.3379990421879,37.391905362495,-6.3379990421879,0331103303113,0331103303113
"LINESTRING (-7.976074218749999 37.14280141585178, -7.976074218749999 37.14280141585178)",2020-04-13 0000,730510,São Clemente,730510,São Clemente,0,13,PT,LEVEL5,119,101.8,17.2,16.731517509728,0,1.7401278791583,37.141263150787,-7.9997230985229,37.141263150787,-7.9997230985229,0331103221010,0331103221010
"LINESTRING (-7.976074218749999 37.177823564768694, -7.976074218749999 37.177823564768694)",2020-04-13 0000,730508,Querença,730508,Querença,0,13,PT,LEVEL5,22,19.4,2.6,12.745098039216,0,0.87645982120222,37.205926815846,-7.9809099824081,37.205926815846,-7.9809099824081,0331103203232,0331103203232
"LINESTRING (-7.976074218749999 37.56199491714711, -7.976074218749999 37.56199491714711)",2020-04-13 0000,729245,Senhora da Graça de Padrões,729245,Senhora da Graça de Padrões,0,13,PT,LEVEL5,24,20.2,3.8,17.924528301887,0,1.3270175619622,37.554851292374,-7.9388560380507,37.554851292374,-7.9388560380507,0331103201210,0331103201210
"LINESTRING (-7.976074218749999 37.874851351748184, -7.976074218749999 37.874851351748184)",2020-04-13 0000,728902,Albernoa,728902,Albernoa,0,13,PT,LEVEL5,43,45.8,-2.8,-5.982905982906,0,-0.58768567222556,37.849117131821,-7.9780194838481,37.849117131821,-7.9780194838481,0331103023032,0331103023032
"LINESTRING (-7.976074218749999 38.04808902257771, -7.976074218749999 38.04808902257771)",2020-04-13 0000,728906,Mombeja,728906,Mombeja,0,13,PT,LEVEL5,63,56,7,12.280701754386,0,1.0613372610105,38.015748857201,-8.0007805997217,38.015748857201,-8.0007805997217,0331103021230,0331103021230
"LINESTRING (-7.976074218749999 39.14710064491126, -7.976074218749999 39.14710064491126)",2020-04-13 0000,731308,Galveias,731308,Galveias,0,13,PT,LEVEL5,42,39.2,2.8,6.9651741293532,0,1.4556506857481,39.164968006044,-7.9973100860988,39.164968006044,-7.9973100860988,0331101221230,0331101221230
"LINESTRING (-7.976074218749999 39.35128828948367, -7.976074218749999 39.35128828948367)",2020-04-13 0000,731312,Longomel,731312,Longomel,0,13,PT,LEVEL5,21,20.2,0.8,3.7735849056604,0,0.3090669637145,39.340176549831,-7.9972340241275,39.340176549831,-7.9972340241275,0331101221010,0331101221010
"LINESTRING (-7.976074218749999 39.554880991259985, -7.976074218749999 39.554880991259985)",2020-04-13 0000,731734,Mação,731734,Mação,0,13,PT,LEVEL5,46,41.6,4.4,10.328638497653,0,2.422120283278,39.576023926814,-7.9907457243655,39.576023926814,-7.9907457243655,0331101203030,0331101203030
"LINESTRING (-7.976074218749999 40.32979366503048, -7.976074218749999 40.32979366503048)",2020-04-13 0000,730383,Candosa,730383,Candosa,0,13,PT,LEVEL5,38,32.4,5.6,16.766467065868,0,1.9437883766017,40.348317221736,-7.9694412546311,40.348317221736,-7.9694412546311,0331101021032,0331101021032
"LINESTRING (-7.976074218749999 40.39676222610689, -7.976074218749999 40.39676222610689)",2020-04-13 0000,730392,Póvoa de Midões,730392,Póvoa de Midões,0,13,PT,LEVEL5,29,23.2,5.8,23.96694214876,0,3.0152764204782,40.389790643911,-7.9871567708932,40.389790643911,-7.9871567708932,0331101021012,0331101021012
"LINESTRING (-7.976074218749999 40.530499694727304, -7.976074218749999 40.530499694727304)",2020-04-13 0000,732666,Lajeosa,732666,Lajeosa,0,13,PT,LEVEL5,44,47.8,-3.8,-7.7868852459016,0,-1.1616938969799,40.517892722123,-7.9958341948981,40.517892722123,-7.9958341948981,0331101003212,0331101003212
"LINESTRING (-7.976074218749999 40.830434793320414, -7.976074218749999 40.830434793320414)",2020-04-13 0000,732588,Figueiredo de Alva,732588,Figueiredo de Alva,0,13,PT,LEVEL5,17,14.8,2.2,13.924050632911,0,1.2298373876249,40.828110398112,-7.9928830564086,40.828110398112,-7.9928830564086,0331101001210,0331101001210
"LINESTRING (-7.976074218749999 40.8969036908279, -7.976074218749999 40.8969036908279)",2020-04-13 0000,732410,Reriz,732410,Reriz,0,13,PT,LEVEL5,39,35.2,3.8,10.497237569061,0,0.56521591144329,40.896952697853,-7.9863454844113,40.896952697853,-7.9863454844113,0331101001030,0331101001030
"LINESTRING (-7.976074218749999 40.9301131206038, -7.976074218749999 40.9301131206038)",2020-04-13 0000,732409,Pinheiro,732409,Pinheiro,0,13,PT,LEVEL5,21,20.4,0.6,2.803738317757,0,0.092253120802889,40.9416221798,-7.9853560097135,40.9416221798,-7.9853560097135,0331101001012,0331101001012
"LINESTRING (-7.976074218749999 41.393292198855946, -7.976074218749999 41.393292198855946)",2020-04-13 0000,732225,Mondim de Basto,732225,Mondim de Basto,0,13,PT,LEVEL5,79,76,3,3.8961038961039,0,0.4101515562148,41.402392372199,-7.9485939000757,41.402392372199,-7.9485939000757,0313323221032,0313323221032
"LINESTRING (-7.976074218749999 42.01664974037881, -7.976074218749999 42.01664974037881)",2020-04-13 0000,885951,Bande,885951,Bande,0,13,ES,LEVEL4,23,20.8,2.2,10.091743119266,0,0.59437754965413,42.035701613657,-7.9686742860647,42.035701613657,-7.9686742860647,0313323201010,0313323201010
"LINESTRING (-6.35009765625 37.8401547948898, -6.35009765625 37.8401547948898)",2020-04-13 0000,884370,Zufre,884370,Zufre,0,13,ES,LEVEL4,26,23.8,2.2,8.8709677419355,0,0.92147859824173,37.82325682719,-6.3603434840344,37.82325682719,-6.3603434840344,0331103123311,0331103123311
"LINESTRING (-7.97607421875 37.107763044019435, -7.97607421875 37.107763044019435)",2020-04-13 0000,728941,Santa Bárbara de Nexe,728941,Santa Bárbara de Nexe,0,13,PT,LEVEL5,122,117.6,4.4,3.7099494097808,0,0.45430891306042,37.111616547613,-7.9571198050313,37.111616547613,-7.9571198050313,0331103221012,0331103221012
"LINESTRING (-7.97607421875 37.21282948520225, -7.97607421875 37.21282948520225)",2020-04-13 0000,730508,Querença,730508,Querença,0,13,PT,LEVEL5,23,25.2,-2.2,-8.3969465648855,0,-0.41800627014108,37.205926815846,-7.9809099824081,37.205926815846,-7.9809099824081,0331103203230,0331103203230
"LINESTRING (-7.97607421875 38.255434327889795, -7.97607421875 38.255434327889795)",2020-04-13 0000,729247,Alvito,729247,Alvito,0,13,PT,LEVEL5,47,50.6,-3.6,-6.9767441860465,0,-0.830278087226,38.222271081046,-8.0058840839987,38.222271081046,-8.0058840839987,0331103021010,0331103021010
"LINESTRING (-7.97607421875 38.32441837733954, -7.97607421875 38.32441837733954)",2020-04-13 0000,730466,Viana do Alentejo,730466,Viana do Alentejo,0,13,PT,LEVEL5,10,11.8,-1.8,-14.0625,0,-0.55027605646417,38.340207772504,-7.99995463628,38.340207772504,-7.99995463628,0331103003230,0331103003230
"LINESTRING (-7.97607421875 38.39333683749105, -7.97607421875 38.39333683749105)",2020-04-13 0000,730467,Aguiar,730467,Aguiar,0,13,PT,LEVEL5,46,36.4,9.6,25.668449197861,0,2.2441179946185,38.387871386911,-7.9671910041287,38.387871386911,-7.9671910041287,0331103003210,0331103003210
"LINESTRING (-7.97607421875 38.56534579119993, -7.97607421875 38.56534579119993)",2020-04-13 0000,728937,Malagueira,728937,Malagueira,0,13,PT,LEVEL5,13,16.2,-3.2,-18.604651162791,0,-1.6636007837121,38.573187819933,-7.9447043756611,38.573187819933,-7.9447043756611,0331103001232,0331103001232
"LINESTRING (-7.97607421875 38.736944009216884, -7.97607421875 38.736944009216884)",2020-04-13 0000,730407,Arraiolos,730407,Arraiolos,0,13,PT,LEVEL5,115,108.2,6.8,6.2271062271062,0,0.63912484333738,38.765399712693,-8.0127897365912,38.765399712693,-8.0127897365912,0331103001030,0331103001030
"LINESTRING (-7.97607421875 40.26275858650597, -7.97607421875 40.26275858650597)",2020-04-13 0000,730231,Coja,730231,Coja,0,13,PT,LEVEL5,93,88.4,4.6,5.1454138702461,0,0.37397138061996,40.255701073705,-7.9850876977378,40.255701073705,-7.9850876977378,0331101021212,0331101021212
"LINESTRING (-7.97607421875 40.363286261845936, -7.97607421875 40.363286261845936)",2020-04-13 0000,730383,Candosa,730383,Candosa,0,13,PT,LEVEL5,20,20.4,-0.4,-1.8691588785047,0,-0.075864324181088,40.348317221736,-7.9694412546311,40.348317221736,-7.9694412546311,0331101021030,0331101021030
"LINESTRING (-7.97607421875 40.43022155465121, -7.97607421875 40.43022155465121)",2020-04-13 0000,732387,Oliveira do Conde,732387,Oliveira do Conde,0,13,PT,LEVEL5,85,76.4,8.6,11.111111111111,0,1.2248276775762,40.445141376612,-7.9566648781179,40.445141376612,-7.9566648781179,0331101021010,0331101021010
"LINESTRING (-7.97607421875 40.49709029206293, -7.97607421875 40.49709029206293)",2020-04-13 0000,732384,Beijós,732384,Beijós,0,13,PT,LEVEL5,27,25.6,1.4,5.2631578947368,0,0.26552513463381,40.51143051542,-7.9548569406253,40.51143051542,-7.9548569406253,0331101003230,0331101003230
"LINESTRING (-7.97607421875 40.563892449269055, -7.97607421875 40.563892449269055)",2020-04-13 0000,729022,Silgueiros,729022,Silgueiros,0,13,PT,LEVEL5,64,62.4,1.6,2.5236593059937,0,0.36420116288479,40.566545628188,-7.9540790764395,40.566545628188,-7.9540790764395,0331101003210,0331101003210
"LINESTRING (-7.97607421875 40.59726855264711, -7.97607421875 40.59726855264711)",2020-04-13 0000,729038,Vila Chã de Sá,729038,Vila Chã de Sá,0,13,PT,LEVEL5,62,59.2,2.8,4.6511627906977,0,0.5053460129791,40.606513608411,-7.9598958090786,40.606513608411,-7.9598958090786,0331101003032,0331101003032
"LINESTRING (-6.35009765625 38.90813093681449, -6.35009765625 38.90813093681449)",2020-04-13 0000,881794,Mérida,881794,Mérida,0,13,ES,LEVEL4,1895,1864.6,30.4,1.6295025728988,0,0.87292913632486,38.974345970737,-6.4126679599695,38.974345970737,-6.4126679599695,0331101323313,0331101323313
"LINESTRING (-7.97607421875 41.09590996932491, -7.97607421875 41.09590996932491)",2020-04-13 0000,732545,Anreade,732545,Anreade,0,13,PT,LEVEL5,140,138.4,1.6,1.1477761836442,0,0.20110280473596,41.101344251194,-7.9879870364267,41.101344251194,-7.9879870364267,0313323223210,0313323223210
"LINESTRING (-7.97607421875 41.19518774143979, -7.97607421875 41.19518774143979)",2020-04-13 0000,731366,Loivos do Monte,731366,Loivos do Monte,0,13,PT,LEVEL5,27,18.8,8.2,41.414141414141,0,2.3476531706869,41.195294959253,-7.981240719374,41.195294959253,-7.981240719374,0313323223012,0313323223012
"LINESTRING (-7.97607421875 41.26128940523195, -7.97607421875 41.26128940523195)",2020-04-13 0000,731355,Várzea,731355,Várzea,0,13,PT,LEVEL5,42,31.2,10.8,33.540372670807,0,1.6625224938791,41.259889853434,-7.9903433689554,41.259889853434,-7.9903433689554,0313323221232,0313323221232
"LINESTRING (-6.35009765625 38.90813093681449, -6.350097656250001 38.942318919797366)",2020-04-13 0000,881794,Mérida,881794,Mérida,3.8015362268354,13,ES,LEVEL4,15,17.4,-2.4,-13.04347826087,0,-0.33186419392914,38.974345970737,-6.4126679599695,38.974345970737,-6.4126679599695,0331101323313,0331101323311
"LINESTRING (-7.97607421875 41.42625110484083, -7.97607421875 41.42625110484083)",2020-04-13 0000,729465,Veade,729465,Veade,0,13,PT,LEVEL5,133,127.4,5.6,4.3613707165109,0,0.69566559299993,41.413198393306,-7.9785075421724,41.413198393306,-7.9785075421724,0313323221030,0313323221030
"LINESTRING (-7.97607421875 41.45919328897516, -7.97607421875 41.45919328897516)",2020-04-13 0000,729434,Faia,729434,Faia,0,13,PT,LEVEL5,30,24.2,5.8,23.015873015873,0,2.0901749134537,41.470921121852,-7.9753547993775,41.470921121852,-7.9753547993775,0313323221012,0313323221012
"LINESTRING (-7.97607421875 41.6564951021405, -7.97607421875 41.6564951021405)",2020-04-13 0000,732254,Salto,732254,Salto,0,13,PT,LEVEL5,16,13.4,2.6,18.055555555556,0,0.53863601380228,41.629100521738,-7.9360186379173,41.629100521738,-7.9360186379173,0313323203032,0313323203032
"LINESTRING (-7.97607421875 42.14711236305605, -7.97607421875 42.14711236305605)",2020-04-13 0000,885969,Celanova,885969,Celanova,0,13,ES,LEVEL4,114,116,-2,-1.7094017094017,0,-0.28426762180748,42.158708985727,-7.9734058070637,42.158708985727,-7.9734058070637,0313323023210,0313323023210
"LINESTRING (-7.97607421875 42.179686100257896, -7.97607421875 42.179686100257896)",2020-04-13 0000,886013,Ramirás,886013,Ramirás,0,13,ES,LEVEL4,20,19.8,0.2,0.96153846153846,0,0.038705649985809,42.182556558179,-8.0370475871682,42.182556558179,-8.0370475871682,0313323023032,0313323023032
"LINESTRING (-7.976074218750001 38.08268749934864, -7.976074218750001 38.08268749934864)",2020-04-13 0000,728919,Trigaches,728919,Trigaches,0,13,PT,LEVEL5,21,16.8,4.2,23.595505617978,0,2.1834760286222,38.095252738228,-7.9829100478493,38.095252738228,-7.9829100478493,0331103021212,0331103021212
"LINESTRING (-7.976074218750001 39.487082913971165, -7.976074218750001 39.487082913971165)",2020-04-13 0000,731289,Gavião,731289,Gavião,0,13,PT,LEVEL5,19,20,-1,-4.7619047619048,0,-0.44721359549996,39.455686225145,-7.9430747676042,39.455686225145,-7.9430747676042,0331101203210,0331101203210
"LINESTRING (-7.976074218750001 40.06125450602933, -7.976074218750001 40.06125450602933)",2020-04-13 0000,730348,Pampilhosa da Serra,730348,Pampilhosa da Serra,0,13,PT,LEVEL5,16,16.4,-0.4,-2.2988505747126,0,-0.13116516715679,40.05496626209,-7.9530823504355,40.05496626209,-7.9530823504355,0331101023032,0331101023032
"LINESTRING (-7.976074218750001 40.296284438846904, -7.976074218750001 40.296284438846904)",2020-04-13 0000,730391,Pinheiro de Coja,730391,Pinheiro de Coja,0,13,PT,LEVEL5,25,22.8,2.2,9.2436974789916,0,0.64317588082515,40.301973796584,-7.9941392303594,40.301973796584,-7.9941392303594,0331101021210,0331101021210
"LINESTRING (-7.976074218750001 40.630628001844556, -7.976074218750001 40.630628001844556)",2020-04-13 0000,729031,São Cipriano,729031,São Cipriano,0,13,PT,LEVEL5,38,32.2,5.8,17.469879518072,0,1.6956455039936,40.63702088668,-7.9761044712235,40.63702088668,-7.9761044712235,0331101003030,0331101003030
"LINESTRING (-7.976074218750001 40.66397079386853, -7.976074218750001 40.66397079386853)",2020-04-13 0000,729037,Vil de Souto,729037,Vil de Souto,0,13,PT,LEVEL5,65,55,10,17.857142857143,0,1.9245008972988,40.671540606529,-7.9759276019191,40.671540606529,-7.9759276019191,0331101003012,0331101003012
"LINESTRING (-7.976074218750001 40.697296925750315, -7.976074218750001 40.697296925750315)",2020-04-13 0000,729017,Couto de Cima,729017,Couto de Cima,0,13,PT,LEVEL5,37,36.2,0.8,2.1505376344086,0,0.17583479290554,40.684293316262,-7.9989978518997,40.684293316262,-7.9989978518997,0331101003010,0331101003010
"LINESTRING (-7.976074218750001 40.73060639454512, -7.976074218750001 40.73060639454512)",2020-04-13 0000,729009,Bodiosa,729009,Bodiosa,0,13,PT,LEVEL5,71,73.4,-2.4,-3.2258064516129,0,-0.2784305176572,40.718943269148,-7.9763383797467,40.718943269148,-7.9763383797467,0331101001232,0331101001232
"LINESTRING (-7.976074218750001 40.76389919733226, -7.976074218750001 40.76389919733226)",2020-04-13 0000,732591,Pinho,732591,Pinho,0,13,PT,LEVEL5,13,10.2,2.8,25,0,0.81858748468656,40.774711926304,-8.0049342993486,40.774711926304,-8.0049342993486,0331101001230,0331101001230
"LINESTRING (-7.976074218750001 40.79717533121495, -7.976074218750001 40.79717533121495)",2020-04-13 0000,732590,Pindelo dos Milagres,732590,Pindelo dos Milagres,0,13,PT,LEVEL5,12,10.2,1.8,16.071428571429,0,0.87831006565368,40.795649669928,-7.9652963286535,40.795649669928,-7.9652963286535,0331101001212,0331101001212
"LINESTRING (-7.976074218750001 41.0627839819948, -7.976074218750001 41.0627839819948)",2020-04-13 0000,732556,São Cipriano,732556,São Cipriano,0,13,PT,LEVEL5,15,18.4,-3.4,-17.525773195876,0,-1.4768656253944,41.063854892109,-7.9879846570269,41.063854892109,-7.9879846570269,0313323223212,0313323223212
"LINESTRING (-7.976074218750001 41.12901926009517, -7.976074218750001 41.12901926009517)",2020-04-13 0000,731361,São Tomé de Covelas,731361,São Tomé de Covelas,0,13,PT,LEVEL5,65,58.2,6.8,11.486486486486,0,0.98457708359629,41.125421987338,-7.9808625642189,41.125421987338,-7.9808625642189,0313323223032,0313323223032
"LINESTRING (-6.35009765625 38.90813093681449, -6.39404296875 38.942318919797366)",2020-04-13 0000,881794,Mérida,881794,Mérida,5.3761841574558,13,ES,LEVEL4,15,11.2,3.8,31.147540983607,0,0.9032271082289,38.974345970737,-6.4126679599695,38.974345970737,-6.4126679599695,0331101323313,0331101323310
"LINESTRING (-7.976074218750001 41.16211185167059, -7.976074218750001 41.16211185167059)",2020-04-13 0000,731378,Viariz,731378,Viariz,0,13,PT,LEVEL5,34,22.2,11.8,50.862068965517,0,2.0958122583099,41.169042447335,-7.9729202101956,41.169042447335,-7.9729202101956,0313323223030,0313323223030
"LINESTRING (-7.976074218750001 41.49211874885877, -7.976074218750001 41.49211874885877)",2020-04-13 0000,729432,Cabeceiras de Basto,729432,Cabeceiras de Basto,0,13,PT,LEVEL5,193,187,6,3.1914893617021,0,0.31108550841913,41.50993481608,-7.9900194030245,41.50993481608,-7.9900194030245,0313323221010,0313323221010
"LINESTRING (-7.976074218750001 41.525027482114815, -7.976074218750001 41.525027482114815)",2020-04-13 0000,729432,Cabeceiras de Basto,729432,Cabeceiras de Basto,0,13,PT,LEVEL5,187,166.2,20.8,12.44019138756,0,1.9254307656334,41.50993481608,-7.9900194030245,41.50993481608,-7.9900194030245,0313323203232,0313323203232
"LINESTRING (-7.976074218750001 41.55791948638971, -7.976074218750001 41.55791948638971)",2020-04-13 0000,729441,Rio Douro,729441,Rio Douro,0,13,PT,LEVEL5,18,11.2,6.8,55.737704918033,0,2.2418936095457,41.557429814968,-7.9407262629586,41.557429814968,-7.9407262629586,0313323203230,0313323203230
"LINESTRING (-7.976074218750001 41.98399217599719, -7.976074218750001 41.98399217599719)",2020-04-13 0000,885951,Bande,885951,Bande,0,13,ES,LEVEL4,11,12.6,-1.6,-11.764705882353,0,-0.73029674334022,42.035701613657,-7.9686742860647,42.035701613657,-7.9686742860647,0313323201012,0313323201012
"LINESTRING (-7.976074218750002 38.70265725132718, -7.976074218750002 38.70265725132718)",2020-04-13 0000,730407,Arraiolos,730407,Arraiolos,0,13,PT,LEVEL5,50,43.8,6.2,13.839285714286,0,0.81621351744863,38.765399712693,-8.0127897365912,38.765399712693,-8.0127897365912,0331103001032,0331103001032
"LINESTRING (-8.020019531249998 38.32441837733954, -8.020019531249998 38.32441837733954)",2020-04-13 0000,730466,Viana do Alentejo,730466,Viana do Alentejo,0,13,PT,LEVEL5,95,96.6,-1.6,-1.6393442622951,0,-0.26556245212372,38.340207772504,-7.99995463628,38.340207772504,-7.99995463628,0331103003221,0331103003221
"LINESTRING (-8.020019531249998 39.69027852429607, -8.020019531249998 39.69027852429607)",2020-04-13 0000,731731,Cardigos,731731,Cardigos,0,13,PT,LEVEL5,18,17.4,0.6,3.2608695652174,0,0.17848923519262,39.701954841028,-8.00345420745,39.701954841028,-8.00345420745,0331101201221,0331101201221
"LINESTRING (-8.020019531249998 40.296284438846904, -8.020019531249998 40.296284438846904)",2020-04-13 0000,730390,Mouronho,730390,Mouronho,0,13,PT,LEVEL5,19,20.6,-1.6,-7.4074074074074,0,-0.57289189923155,40.278828841849,-8.0492263323129,40.278828841849,-8.0492263323129,0331101021201,0331101021201
"LINESTRING (-8.020019531249998 40.32979366503048, -8.020019531249998 40.32979366503048)",2020-04-13 0000,730387,Espariz,730387,Espariz,0,13,PT,LEVEL5,43,42.6,0.4,0.91743119266055,0,0.054789380107899,40.31742349081,-8.0276742299664,40.31742349081,-8.0276742299664,0331101021023,0331101021023
"LINESTRING (-8.02001953125 37.03763765401447, -8.02001953125 37.03763765401447)",2020-04-13 0000,730503,Almancil,730503,Almancil,0,13,PT,LEVEL5,39,50.8,-11.8,-22.779922779923,0,-1.6996460456512,37.064773538057,-8.0177002412301,37.064773538057,-8.0177002412301,0331103221023,0331103221023
"LINESTRING (-8.02001953125 37.07270845486644, -8.02001953125 37.07270845486644)",2020-04-13 0000,730503,Almancil,730503,Almancil,0,13,PT,LEVEL5,524,524.2,-0.20000000000005,-0.038080731150047,0,-0.0066696316064041,37.064773538057,-8.0177002412301,37.064773538057,-8.0177002412301,0331103221021,0331103221021
"LINESTRING (-8.02001953125 37.107763044019435, -8.02001953125 37.107763044019435)",2020-04-13 0000,730510,São Clemente,730510,São Clemente,0,13,PT,LEVEL5,341,334.4,6.6,1.9677996422183,0,0.27096098436498,37.141263150787,-7.9997230985229,37.141263150787,-7.9997230985229,0331103221003,0331103221003
"LINESTRING (-8.02001953125 37.14280141585178, -8.02001953125 37.14280141585178)",2020-04-13 0000,730510,São Clemente,730510,São Clemente,0,13,PT,LEVEL5,1324,1294.4,29.6,2.2850084915856,0,0.32663243465209,37.141263150787,-7.9997230985229,37.141263150787,-7.9997230985229,0331103221001,0331103221001
"LINESTRING (-6.35009765625 39.14710064491126, -6.35009765625 39.14710064491126)",2020-04-13 0000,881742,Carmonita,881742,Carmonita,0,13,ES,LEVEL4,29,35,-6,-16.666666666667,0,-4,39.148795909873,-6.3476509555708,39.148795909873,-6.3476509555708,0331101321331,0331101321331
