geometry,date_time,start_polygon_id,start_polygon_name,end_polygon_id,end_polygon_name,length_km,tile_size,country,level,n_crisis,n_baseline,n_difference,percent_change,is_statistically_significant,z_score,start_lat,start_lon,end_lat,end_lon,start_quadkey,end_quadkey
"LINESTRING (-6.877441406249999 37.177823564768694, -6.877441406249999 37.177823564768694)",2020-04-13 0000,884346,Palos de la Frontera,884346,Palos de la Frontera,0,13,ES,LEVEL4,368,355.8,12.2,3.4192825112108,0,0.91908754040295,37.194478493031,-6.8958498561851,37.194478493031,-6.8958498561851,0331103302233,0331103302233
"LINESTRING (-6.877441406249999 37.177823564768694, -6.877441406249999 37.21282948520225)",2020-04-13 0000,884346,Palos de la Frontera,884346,Palos de la Frontera,3.8924868644211,13,ES,LEVEL4,16,24.8,-8.8,-34.108527131783,0,-1.1389259979519,37.194478493031,-6.8958498561851,37.194478493031,-6.8958498561851,0331103302233,0331103302231
"LINESTRING (-6.130371093750001 37.52715158189666, -6.130371093750001 37.52715158189666)",2020-04-13 0000,887171,Gerena,887171,Gerena,0,13,ES,LEVEL4,60,58.8,1.2,2.0066889632107,0,0.1370198740807,37.548621263254,-6.1681690992903,37.548621263254,-6.1681690992903,0331103310302,0331103310302
"LINESTRING (-6.877441406249999 37.21282948520225, -6.877441406249999 37.177823564768694)",2020-04-13 0000,884346,Palos de la Frontera,884346,Palos de la Frontera,3.8924868644211,13,ES,LEVEL4,27,28.2,-1.2,-4.1095890410959,0,-0.43244998209387,37.194478493031,-6.8958498561851,37.194478493031,-6.8958498561851,0331103302231,0331103302233
"LINESTRING (-6.877441406249999 37.21282948520225, -6.877441406249999 37.21282948520225)",2020-04-13 0000,884346,Palos de la Frontera,884346,Palos de la Frontera,0,13,ES,LEVEL4,909,906.2,2.8,0.30864197530864,0,0.10102314390926,37.194478493031,-6.8958498561851,37.194478493031,-6.8958498561851,0331103302231,0331103302231
"LINESTRING (-6.877441406249999 37.21282948520225, -6.921386718749999 37.21282948520225)",2020-04-13 0000,884346,Palos de la Frontera,884346,Palos de la Frontera,3.8915845414738,13,ES,LEVEL4,10,13.8,-3.8,-25.675675675676,0,-0.728616739405,37.194478493031,-6.8958498561851,37.194478493031,-6.8958498561851,0331103302231,0331103302230
"LINESTRING (-6.877441406249999 37.2478191716113, -6.877441406249999 37.2478191716113)",2020-04-13 0000,884341,Moguer,884341,Moguer,0,13,ES,LEVEL4,43,40,3,7.3170731707317,0,0.88465173692938,37.20830674734,-6.8081159868633,37.20830674734,-6.8081159868633,0331103302213,0331103302213
"LINESTRING (-6.877441406249999 38.15183535630748, -6.877441406249999 38.15183535630748)",2020-04-13 0000,884322,Encinasola,884322,Encinasola,0,13,ES,LEVEL4,51,52.4,-1.4,-2.6217228464419,0,-0.41647488211611,38.128054849598,-6.896737171697,38.128054849598,-6.896737171697,0331103120033,0331103120033
"LINESTRING (-6.87744140625 37.14280141585178, -6.87744140625 37.14280141585178)",2020-04-13 0000,884332,Huelva,884332,Huelva,0,13,ES,LEVEL4,22,28.2,-6.2,-21.232876712329,0,-0.96592427691712,37.271757907919,-6.9284926633225,37.271757907919,-6.9284926633225,0331103320011,0331103320011
"LINESTRING (-6.87744140625 37.70120532614097, -6.87744140625 37.70120532614097)",2020-04-13 0000,884308,Calañas,884308,Calañas,0,13,ES,LEVEL4,46,45.6,0.4,0.85836909871244,0,0.071497000540316,37.61563759769,-6.9117709846763,37.61563759769,-6.9117709846763,0331103300011,0331103300011
"LINESTRING (-6.130371093750001 38.80546816563135, -6.130371093750001 38.80546816563135)",2020-04-13 0000,881805,Oliva de Mérida,881805,Oliva de Mérida,0,13,ES,LEVEL4,84,84.2,-0.2,-0.23474178403756,0,-0.041522739926871,38.73202784493,-6.0394344131925,38.73202784493,-6.0394344131925,0331103110100,0331103110100
"LINESTRING (-6.87744140625 38.839705555460355, -6.87744140625 38.839705555460355)",2020-04-13 0000,881726,Badajoz,881726,Badajoz,0,13,ES,LEVEL4,36,30.4,5.6,17.834394904459,0,1.3870567329306,38.871076426555,-6.8504084003044,38.871076426555,-6.8504084003044,0331101322233,0331101322233
"LINESTRING (-6.87744140625 38.87392648061604, -6.87744140625 38.87392648061604)",2020-04-13 0000,881726,Badajoz,881726,Badajoz,0,13,ES,LEVEL4,123,117.4,5.6,4.7297297297297,0,0.87671400751921,38.871076426555,-6.8504084003044,38.871076426555,-6.8504084003044,0331101322231,0331101322231
