geometry,date_time,start_polygon_id,start_polygon_name,end_polygon_id,end_polygon_name,length_km,tile_size,country,level,n_crisis,n_baseline,n_difference,percent_change,is_statistically_significant,z_score,start_lat,start_lon,end_lat,end_lon,start_quadkey,end_quadkey
"LINESTRING (-6.086425781249999 37.38761546711722, -6.086425781249999 37.38761546711722)",2020-04-14 1600,887173,Gines,887173,Gines,0,13,ES,LEVEL4,1351,1356.2,-5.2,-0.38314176245211,0,-0.30737499092383,37.386314551754,-6.0769780700626,37.386314551754,-6.0769780700626,0331103312103,0331103312103
"LINESTRING (-6.13037109375 37.317749820325346, -6.13037109375 37.317749820325346)",2020-04-14 1600,887136,Almensilla,887136,Almensilla,0,13,ES,LEVEL4,307,292.4,14.6,4.9761417859577,0,0.38344122908502,37.305944151895,-6.1081730476418,37.305944151895,-6.1081730476418,0331103312122,0331103312122
"LINESTRING (-8.63525390625 41.0627839819948, -8.59130859375 41.029641300763465)",2020-04-14 1600,728802,Arcozelo,728807,Grijó,5.2118066591649,13,PT,LEVEL5,17,23.8,-6.8,-27.41935483871,0,-1.0058907458368,41.056353348945,-8.6402325558739,41.027833928434,-8.5794571566199,0313322333213,0313322333320
"LINESTRING (-8.63525390625 41.0627839819948, -8.59130859375 41.0627839819948)",2020-04-14 1600,728802,Arcozelo,728815,Perosinho,3.684375817339,13,PT,LEVEL5,33,37.8,-4.8,-12.371134020619,0,-0.58337377646958,41.056353348945,-8.6402325558739,41.05797226748,-8.5879757513097,0313322333213,0313322333302
"LINESTRING (-6.74560546875 37.21282948520225, -6.74560546875 37.21282948520225)",2020-04-14 1600,884337,Lucena del Puerto,884337,Lucena del Puerto,0,13,ES,LEVEL4,29,30.2,-1.2,-3.8461538461538,0,-0.21836235757405,37.251388117537,-6.7369419458013,37.251388117537,-6.7369419458013,0331103302330,0331103302330
"LINESTRING (-8.63525390625 41.0627839819948, -8.59130859375 41.09590996932491)",2020-04-14 1600,728802,Arcozelo,728824,Vilar de Andorinho,5.2091814825531,13,PT,LEVEL5,35,34.6,0.4,1.123595505618,0,0.05027570118399,41.056353348945,-8.6402325558739,41.099937415939,-8.5741603299697,0313322333213,0313322333300
"LINESTRING (-8.63525390625 41.0627839819948, -8.59130859375 41.12901926009517)",2020-04-14 1600,728802,Arcozelo,728813,Oliveira do Douro,8.2343632969964,13,PT,LEVEL5,16,29.4,-13.4,-44.078947368421,0,-1.5143418247531,41.056353348945,-8.6402325558739,41.125480000231,-8.5852715180741,0313322333213,0313322333122
"LINESTRING (-8.63525390625 41.0627839819948, -8.63525390625 41.0627839819948)",2020-04-14 1600,728802,Arcozelo,728802,Arcozelo,0,13,PT,LEVEL5,1679,1527.6,151.4,9.9044877665838,0,0.52889946202286,41.056353348945,-8.6402325558739,41.056353348945,-8.6402325558739,0313322333213,0313322333213
"LINESTRING (-8.63525390625 41.0627839819948, -8.63525390625 41.09590996932491)",2020-04-14 1600,728802,Arcozelo,728823,Valadares,3.6834475127757,13,PT,LEVEL5,29,45.2,-16.2,-35.064935064935,0,-1.7010276419238,41.056353348945,-8.6402325558739,41.092493791416,-8.6383034810667,0313322333213,0313322333211
"LINESTRING (-8.63525390625 41.0627839819948, -8.63525390625 41.12901926009517)",2020-04-14 1600,728802,Arcozelo,728805,Canidelo,7.3650384498902,13,PT,LEVEL5,26,33.4,-7.4,-21.511627906977,0,-0.71438422965951,41.056353348945,-8.6402325558739,41.128124084191,-8.6530780410415,0313322333213,0313322333033
"LINESTRING (-8.63525390625 41.0627839819948, -8.63525390625 41.16211185167059)",2020-04-14 1600,728802,Arcozelo,728718,Ramalde,11.044772518344,13,PT,LEVEL5,12,11.4,0.6,4.8387096774194,0,0.13316902848554,41.056353348945,-8.6402325558739,41.171390651966,-8.6429326111044,0313322333213,0313322333031
"LINESTRING (-8.63525390625 41.0627839819948, -8.635253906250002 40.99648192831322)",2020-04-14 1600,728802,Arcozelo,729116,Silvalde,7.3724635673973,13,PT,LEVEL5,16,14,2,13.333333333333,0,0.40406101782088,41.056353348945,-8.6402325558739,40.992074047106,-8.6299719350536,0313322333213,0313322333233
"LINESTRING (-8.63525390625 41.0627839819948, -8.635253906250002 41.029641300763465)",2020-04-14 1600,728802,Arcozelo,728818,São Félix da Marinha,3.6853037928108,13,PT,LEVEL5,45,51.6,-6.6,-12.54752851711,0,-0.43396641373386,41.056353348945,-8.6402325558739,41.030053966207,-8.6292025656519,0313322333213,0313322333231
"LINESTRING (-8.63525390625 41.09590996932491, -8.59130859375 41.0627839819948)",2020-04-14 1600,728823,Valadares,728815,Perosinho,5.2091814825534,13,PT,LEVEL5,11,14.4,-3.4,-22.077922077922,0,-0.58919194423137,41.092493791416,-8.6383034810667,41.05797226748,-8.5879757513097,0313322333211,0313322333302
"LINESTRING (-8.63525390625 41.09590996932491, -8.59130859375 41.09590996932491)",2020-04-14 1600,728823,Valadares,728824,Vilar de Andorinho,3.6825193887865,13,PT,LEVEL5,40,40.6,-0.6,-1.4423076923077,0,-0.052262904905249,41.092493791416,-8.6383034810667,41.099937415939,-8.5741603299697,0313322333211,0313322333300
"LINESTRING (-8.63525390625 41.09590996932491, -8.59130859375 41.12901926009517)",2020-04-14 1600,728823,Valadares,728813,Oliveira do Douro,5.2065558878623,13,PT,LEVEL5,20,31.4,-11.4,-35.185185185185,0,-1.2063660924181,41.092493791416,-8.6383034810667,41.125480000231,-8.5852715180741,0313322333211,0313322333122
"LINESTRING (-8.63525390625 41.09590996932491, -8.59130859375 41.16211185167059)",2020-04-14 1600,728823,Valadares,728709,Bonfim,8.2302115398531,13,PT,LEVEL5,10,14.2,-4.2,-27.631578947368,0,-0.77067463558845,41.092493791416,-8.6383034810667,41.151718420514,-8.5961234159603,0313322333211,0313322333120
"LINESTRING (-8.63525390625 41.09590996932491, -8.63525390625 41.0627839819948)",2020-04-14 1600,728823,Valadares,728802,Arcozelo,3.6834475127757,13,PT,LEVEL5,35,39.6,-4.6,-11.330049261084,0,-0.41595332777999,41.092493791416,-8.6383034810667,41.056353348945,-8.6402325558739,0313322333211,0313322333213
"LINESTRING (-8.63525390625 41.09590996932491, -8.63525390625 41.09590996932491)",2020-04-14 1600,728823,Valadares,728823,Valadares,0,13,PT,LEVEL5,2010,1845,165,8.9382448537378,0,0.42119255628865,41.092493791416,-8.6383034810667,41.092493791416,-8.6383034810667,0313322333211,0313322333211
"LINESTRING (-8.63525390625 41.09590996932491, -8.63525390625 41.12901926009517)",2020-04-14 1600,728823,Valadares,728805,Canidelo,3.681590937114,13,PT,LEVEL5,61,62.2,-1.2,-1.8987341772152,0,-0.040129515216369,41.092493791416,-8.6383034810667,41.128124084191,-8.6530780410415,0313322333211,0313322333033
"LINESTRING (-8.63525390625 41.09590996932491, -8.63525390625 41.16211185167059)",2020-04-14 1600,728823,Valadares,728718,Ramalde,7.3613250055682,13,PT,LEVEL5,13,14,-1,-6.6666666666667,0,-0.17677669529664,41.092493791416,-8.6383034810667,41.171390651966,-8.6429326111044,0313322333211,0313322333031
"LINESTRING (-8.63525390625 41.12901926009517, -8.50341796875 41.19518774143979)",2020-04-14 1600,728805,Canidelo,731614,Valongo,13.264120937908,13,PT,LEVEL5,12,14.8,-2.8,-17.721518987342,0,-0.56339054560987,41.128124084191,-8.6530780410415,41.191958012735,-8.4982960874911,0313322333033,0313322333112
"LINESTRING (-6.74560546875 37.2478191716113, -6.74560546875 37.2478191716113)",2020-04-14 1600,884337,Lucena del Puerto,884337,Lucena del Puerto,0,13,ES,LEVEL4,122,124,-2,-1.6,0,-0.15523010514127,37.251388117537,-6.7369419458013,37.251388117537,-6.7369419458013,0331103302312,0331103302312
"LINESTRING (-8.63525390625 41.12901926009517, -8.54736328125 41.0627839819948)",2020-04-14 1600,728805,Canidelo,728814,Pedroso,10.415737039486,13,PT,LEVEL5,11,17.6,-6.6,-35.483870967742,0,-1.2192987409963,41.128124084191,-8.6530780410415,41.070115370169,-8.5575717439841,0313322333033,0313322333303
"LINESTRING (-8.63525390625 41.12901926009517, -8.54736328125 41.09590996932491)",2020-04-14 1600,728805,Canidelo,728803,Avintes,8.2322875266596,13,PT,LEVEL5,15,15,0,0,0,0,41.128124084191,-8.6530780410415,41.105346071506,-8.5471525927014,0313322333033,0313322333301
"LINESTRING (-8.63525390625 41.12901926009517, -8.54736328125 41.12901926009517)",2020-04-14 1600,728805,Canidelo,731419,São Cosme,7.3613250976502,13,PT,LEVEL5,11,17,-6,-33.333333333333,0,-0.81274255377432,41.128124084191,-8.6530780410415,41.136972132569,-8.5353721698187,0313322333033,0313322333123
"LINESTRING (-8.63525390625 41.12901926009517, -8.54736328125 41.16211185167059)",2020-04-14 1600,728805,Canidelo,731412,Fânzeres,8.2281354414085,13,PT,LEVEL5,17,25.4,-8.4,-31.818181818182,0,-0.9231326627541,41.128124084191,-8.6530780410415,41.169276181768,-8.5302572246125,0313322333033,0313322333121
"LINESTRING (-8.63525390625 41.12901926009517, -8.54736328125 41.19518774143979)",2020-04-14 1600,728805,Canidelo,731422,Baguim do Monte,10.405233006448,13,PT,LEVEL5,25,21.6,3.4,15.044247787611,0,0.46570973091714,41.128124084191,-8.6530780410415,41.192198058705,-8.5358890168331,0313322333033,0313322333103
"LINESTRING (-8.63525390625 41.12901926009517, -8.59130859375 41.0627839819948)",2020-04-14 1600,728805,Canidelo,728815,Perosinho,8.2343632969965,13,PT,LEVEL5,25,23.2,1.8,7.4380165289256,0,0.23696521474315,41.128124084191,-8.6530780410415,41.05797226748,-8.5879757513097,0313322333033,0313322333302
"LINESTRING (-8.63525390625 41.12901926009517, -8.59130859375 41.09590996932491)",2020-04-14 1600,728805,Canidelo,728824,Vilar de Andorinho,5.2065558878623,13,PT,LEVEL5,78,92.6,-14.6,-15.598290598291,0,-0.3215749821137,41.128124084191,-8.6530780410415,41.099937415939,-8.5741603299697,0313322333033,0313322333300
"LINESTRING (-8.63525390625 41.12901926009517, -8.59130859375 41.12901926009517)",2020-04-14 1600,728805,Canidelo,728813,Oliveira do Douro,3.6806626659224,13,PT,LEVEL5,105,154.2,-49.2,-31.701030927835,0,-0.42467954082882,41.128124084191,-8.6530780410415,41.125480000231,-8.5852715180741,0313322333033,0313322333122
"LINESTRING (-8.63525390625 41.12901926009517, -8.59130859375 41.16211185167059)",2020-04-14 1600,728805,Canidelo,728709,Bonfim,5.2039298788102,13,PT,LEVEL5,48,82.2,-34.2,-41.105769230769,0,-0.45490147571322,41.128124084191,-8.6530780410415,41.151718420514,-8.5961234159603,0313322333033,0313322333120
"LINESTRING (-8.63525390625 41.12901926009517, -8.59130859375 41.19518774143979)",2020-04-14 1600,728805,Canidelo,731464,Pedrouços,8.2260591304822,13,PT,LEVEL5,22,30.4,-8.4,-26.751592356688,0,-0.83459266477175,41.128124084191,-8.6530780410415,41.189899544658,-8.5888515279529,0313322333033,0313322333102
"LINESTRING (-8.63525390625 41.12901926009517, -8.63525390625 41.0627839819948)",2020-04-14 1600,728805,Canidelo,728802,Arcozelo,7.3650384498902,13,PT,LEVEL5,39,32.2,6.8,20.481927710843,0,0.64054103129876,41.128124084191,-8.6530780410415,41.056353348945,-8.6402325558739,0313322333033,0313322333213
"LINESTRING (-8.63525390625 41.12901926009517, -8.63525390625 41.09590996932491)",2020-04-14 1600,728805,Canidelo,728823,Valadares,3.681590937114,13,PT,LEVEL5,75,88.4,-13.4,-14.988814317673,0,-0.31546444893932,41.128124084191,-8.6530780410415,41.092493791416,-8.6383034810667,0313322333033,0313322333211
"LINESTRING (-8.63525390625 41.12901926009517, -8.63525390625 41.12901926009517)",2020-04-14 1600,728805,Canidelo,728805,Canidelo,0,13,PT,LEVEL5,4624,4381,243,5.5454130534003,0,0.41666528236734,41.128124084191,-8.6530780410415,41.128124084191,-8.6530780410415,0313322333033,0313322333033
"LINESTRING (-8.63525390625 41.12901926009517, -8.63525390625 41.16211185167059)",2020-04-14 1600,728805,Canidelo,728718,Ramalde,3.6797340684545,13,PT,LEVEL5,58,91,-33,-35.869565217391,0,-0.4198289805457,41.128124084191,-8.6530780410415,41.171390651966,-8.6429326111044,0313322333033,0313322333031
"LINESTRING (-8.63525390625 41.12901926009517, -8.63525390625 41.19518774143979)",2020-04-14 1600,728805,Canidelo,728795,Leça do Balio,7.3576109778752,13,PT,LEVEL5,24,27.2,-3.2,-11.347517730496,0,-0.31731419589799,41.128124084191,-8.6530780410415,41.212669419231,-8.6301942747858,0313322333033,0313322333013
"LINESTRING (-8.63525390625 41.12901926009517, -8.63525390625 41.228246926814975)",2020-04-14 1600,728805,Canidelo,731454,Maia,11.033630440514,13,PT,LEVEL5,10,10,0,0,0,0,41.128124084191,-8.6530780410415,41.233620236436,-8.6283231930852,0313322333033,0313322333011
"LINESTRING (-8.63525390625 41.12901926009517, -8.635253906250002 41.029641300763465)",2020-04-14 1600,728805,Canidelo,728818,São Félix da Marinha,11.050342242701,13,PT,LEVEL5,13,14.6,-1.6,-10.25641025641,0,-0.2536170499793,41.128124084191,-8.6530780410415,41.030053966207,-8.6292025656519,0313322333033,0313322333231
"LINESTRING (-8.63525390625 41.12901926009517, -8.67919921875 41.16211185167059)",2020-04-14 1600,728805,Canidelo,728716,Nevogilde,5.2039298788102,13,PT,LEVEL5,23,18.6,4.4,22.448979591837,0,0.53634612141915,41.128124084191,-8.6530780410415,41.164478422264,-8.6820936053536,0313322333033,0313322333030
"LINESTRING (-8.63525390625 41.12901926009517, -8.679199218750002 41.19518774143979)",2020-04-14 1600,728805,Canidelo,728793,Guifões,8.2260591304822,13,PT,LEVEL5,21,24.2,-3.2,-12.698412698413,0,-0.3426823495025,41.128124084191,-8.6530780410415,41.203604575851,-8.6665221915212,0313322333033,0313322333012
"LINESTRING (-6.74560546875 37.28279261848151, -6.74560546875 37.28279261848151)",2020-04-14 1600,884337,Lucena del Puerto,884337,Lucena del Puerto,0,13,ES,LEVEL4,99,93.6,5.4,5.708245243129,0,0.39457073527588,37.251388117537,-6.7369419458013,37.251388117537,-6.7369419458013,0331103302310,0331103302310
"LINESTRING (-8.63525390625 41.16211185167059, -8.32763671875 41.19518774143979)",2020-04-14 1600,728718,Ramalde,731549,Guilhufe,26.006504551257,13,PT,LEVEL5,12,13.6,-1.6,-10.958904109589,0,-0.29814239699997,41.171390651966,-8.6429326111044,41.192813491828,-8.3150076187811,0313322333031,0313323222012
"LINESTRING (-6.74560546875 37.28279261848151, -6.74560546875 37.317749820325346)",2020-04-14 1600,884337,Lucena del Puerto,884337,Lucena del Puerto,3.8870695959075,13,ES,LEVEL4,14,14.2,-0.2,-1.3157894736842,0,-0.05216405309573,37.251388117537,-6.7369419458013,37.251388117537,-6.7369419458013,0331103302310,0331103302132
"LINESTRING (-8.63525390625 41.16211185167059, -8.41552734375 41.55791948638971)",2020-04-14 1600,728718,Ramalde,728874,São Vicente,47.67951335647,13,PT,LEVEL5,10,11.2,-1.2,-9.8360655737705,0,-0.19674775073519,41.171390651966,-8.6429326111044,41.563376846663,-8.419639495782,0313322333031,0313323202220
"LINESTRING (-8.63525390625 41.16211185167059, -8.50341796875 41.16211185167059)",2020-04-14 1600,728718,Ramalde,731420,São Pedro da Cova,11.036416016579,13,PT,LEVEL5,23,31.6,-8.6,-26.38036809816,0,-1.0561891141965,41.171390651966,-8.6429326111044,41.147213497142,-8.5006565985195,0313322333031,0313322333130
"LINESTRING (-8.63525390625 41.16211185167059, -8.50341796875 41.19518774143979)",2020-04-14 1600,728718,Ramalde,731614,Valongo,11.630467311308,13,PT,LEVEL5,34,40.2,-6.2,-15.04854368932,0,-0.54128347922142,41.171390651966,-8.6429326111044,41.191958012735,-8.4982960874911,0313322333031,0313322333112
"LINESTRING (-8.63525390625 41.16211185167059, -8.54736328125 41.09590996932491)",2020-04-14 1600,728718,Ramalde,728803,Avintes,10.410485435471,13,PT,LEVEL5,12,10,2,18.181818181818,0,0.41256849850352,41.171390651966,-8.6429326111044,41.105346071506,-8.5471525927014,0313322333031,0313322333301
"LINESTRING (-8.63525390625 41.16211185167059, -8.54736328125 41.12901926009517)",2020-04-14 1600,728718,Ramalde,731419,São Cosme,8.2281354414082,13,PT,LEVEL5,30,54.6,-24.6,-44.244604316547,0,-0.87952551325549,41.171390651966,-8.6429326111044,41.136972132569,-8.5353721698187,0313322333031,0313322333123
"LINESTRING (-8.63525390625 41.16211185167059, -8.54736328125 41.16211185167059)",2020-04-14 1600,728718,Ramalde,731412,Fânzeres,7.357611068363,13,PT,LEVEL5,87,125,-38,-30.15873015873,0,-0.50610464024114,41.171390651966,-8.6429326111044,41.169276181768,-8.5302572246125,0313322333031,0313322333121
"LINESTRING (-8.63525390625 41.16211185167059, -8.54736328125 41.19518774143979)",2020-04-14 1600,728718,Ramalde,731422,Baguim do Monte,8.2239827068664,13,PT,LEVEL5,82,111.8,-29.8,-26.418439716312,0,-0.52567049040268,41.171390651966,-8.6429326111044,41.192198058705,-8.5358890168331,0313322333031,0313322333103
"LINESTRING (-8.63525390625 41.16211185167059, -8.54736328125 41.228246926814975)",2020-04-14 1600,728718,Ramalde,731612,Ermesinde,10.399979759838,13,PT,LEVEL5,40,60.6,-20.6,-33.441558441558,0,-0.66406711992788,41.171390651966,-8.6429326111044,41.216021043588,-8.5493190824051,0313322333031,0313322333101
"LINESTRING (-6.74560546875 37.317749820325346, -6.74560546875 37.317749820325346)",2020-04-14 1600,884337,Lucena del Puerto,884337,Lucena del Puerto,0,13,ES,LEVEL4,220,245.2,-25.2,-10.235580828595,0,-1.1422728847927,37.251388117537,-6.7369419458013,37.251388117537,-6.7369419458013,0331103302132,0331103302132
"LINESTRING (-8.63525390625 41.16211185167059, -8.59130859375 41.0627839819948)",2020-04-14 1600,728718,Ramalde,728815,Perosinho,11.642212390682,13,PT,LEVEL5,12,23.8,-11.8,-47.58064516129,0,-1.4502838559537,41.171390651966,-8.6429326111044,41.05797226748,-8.5879757513097,0313322333031,0313322333302
"LINESTRING (-8.63525390625 41.16211185167059, -8.59130859375 41.09590996932491)",2020-04-14 1600,728718,Ramalde,728824,Vilar de Andorinho,8.2302115398533,13,PT,LEVEL5,54,75.4,-21.4,-28.010471204188,0,-0.49966460975075,41.171390651966,-8.6429326111044,41.099937415939,-8.5741603299697,0313322333031,0313322333300
"LINESTRING (-8.63525390625 41.16211185167059, -8.59130859375 41.12901926009517)",2020-04-14 1600,728718,Ramalde,728813,Oliveira do Douro,5.2039298788103,13,PT,LEVEL5,96,150,-54,-35.761589403974,0,-0.50773097594412,41.171390651966,-8.6429326111044,41.125480000231,-8.5852715180741,0313322333031,0313322333122
"LINESTRING (-8.63525390625 41.16211185167059, -8.59130859375 41.16211185167059)",2020-04-14 1600,728718,Ramalde,728709,Bonfim,3.6788056513745,13,PT,LEVEL5,192,334.4,-142.4,-42.456768038163,0,-0.55524988182498,41.171390651966,-8.6429326111044,41.151718420514,-8.5961234159603,0313322333031,0313322333120
"LINESTRING (-8.63525390625 41.16211185167059, -8.59130859375 41.19518774143979)",2020-04-14 1600,728718,Ramalde,731464,Pedrouços,5.2013034591092,13,PT,LEVEL5,78,136.2,-58.2,-42.419825072886,0,-0.60811030043372,41.171390651966,-8.6429326111044,41.189899544658,-8.5888515279529,0313322333031,0313322333102
"LINESTRING (-8.63525390625 41.16211185167059, -8.59130859375 41.228246926814975)",2020-04-14 1600,728718,Ramalde,731457,Nogueira,8.2219060747515,13,PT,LEVEL5,37,44.2,-7.2,-15.929203539823,0,-0.59344242605621,41.171390651966,-8.6429326111044,41.235009661598,-8.5859938225774,0313322333031,0313322333100
"LINESTRING (-8.63525390625 41.16211185167059, -8.63525390625 41.0627839819948)",2020-04-14 1600,728718,Ramalde,728802,Arcozelo,11.044772518344,13,PT,LEVEL5,15,27.6,-12.6,-44.055944055944,0,-1.3150710112788,41.171390651966,-8.6429326111044,41.056353348945,-8.6402325558739,0313322333031,0313322333213
"LINESTRING (-8.63525390625 41.16211185167059, -8.63525390625 41.09590996932491)",2020-04-14 1600,728718,Ramalde,728823,Valadares,7.3613250055682,13,PT,LEVEL5,35,45.6,-10.6,-22.74678111588,0,-0.79607043933815,41.171390651966,-8.6429326111044,41.092493791416,-8.6383034810667,0313322333031,0313322333211
"LINESTRING (-8.63525390625 41.16211185167059, -8.63525390625 41.12901926009517)",2020-04-14 1600,728718,Ramalde,728805,Canidelo,3.6797340684545,13,PT,LEVEL5,122,167.8,-45.8,-27.132701421801,0,-0.37599509985667,41.171390651966,-8.6429326111044,41.128124084191,-8.6530780410415,0313322333031,0313322333033
"LINESTRING (-8.63525390625 41.16211185167059, -8.63525390625 41.16211185167059)",2020-04-14 1600,728718,Ramalde,728718,Ramalde,0,13,PT,LEVEL5,6425,6291.2,133.8,2.126442261848,0,0.40151458853909,41.171390651966,-8.6429326111044,41.171390651966,-8.6429326111044,0313322333031,0313322333031
"LINESTRING (-8.63525390625 41.16211185167059, -8.63525390625 41.19518774143979)",2020-04-14 1600,728718,Ramalde,728795,Leça do Balio,3.6778769094206,13,PT,LEVEL5,119,183,-64,-34.782608695652,0,-0.5330927554716,41.171390651966,-8.6429326111044,41.212669419231,-8.6301942747858,0313322333031,0313322333013
"LINESTRING (-8.63525390625 41.16211185167059, -8.63525390625 41.228246926814975)",2020-04-14 1600,728718,Ramalde,731454,Maia,7.3538963720599,13,PT,LEVEL5,30,45.6,-15.6,-33.476394849785,0,-1.2579009080243,41.171390651966,-8.6429326111044,41.233620236436,-8.6283231930852,0313322333031,0313322333011
"LINESTRING (-8.63525390625 41.16211185167059, -8.63525390625 41.26128940523195)",2020-04-14 1600,728718,Ramalde,731451,Gemunde,11.02805810279,13,PT,LEVEL5,15,22.6,-7.6,-32.203389830508,0,-0.98692976149852,41.171390651966,-8.6429326111044,41.267673943118,-8.6366848105721,0313322333031,0313322331233
"LINESTRING (-8.63525390625 41.16211185167059, -8.635253906250002 41.029641300763465)",2020-04-14 1600,728718,Ramalde,728818,São Félix da Marinha,14.730076311155,13,PT,LEVEL5,11,13,-2,-14.285714285714,0,-0.33567254331868,41.171390651966,-8.6429326111044,41.030053966207,-8.6292025656519,0313322333031,0313322333231
"LINESTRING (-8.63525390625 41.16211185167059, -8.67919921875 41.16211185167059)",2020-04-14 1600,728718,Ramalde,728716,Nevogilde,3.6788056513745,13,PT,LEVEL5,103,152.4,-49.4,-32.203389830508,0,-0.4336788523311,41.171390651966,-8.6429326111044,41.164478422264,-8.6820936053536,0313322333031,0313322333030
"LINESTRING (-8.63525390625 41.16211185167059, -8.67919921875 41.228246926814975)",2020-04-14 1600,728718,Ramalde,728798,Perafita,8.2219060747515,13,PT,LEVEL5,21,31.2,-10.2,-31.67701863354,0,-1.0266953508539,41.171390651966,-8.6429326111044,41.225880971794,-8.6972122491942,0313322333031,0313322333010
"LINESTRING (-8.63525390625 41.16211185167059, -8.67919921875 41.26128940523195)",2020-04-14 1600,728718,Ramalde,731463,Vila Nova da Telha,11.62459384919,13,PT,LEVEL5,11,13.4,-2.4,-16.666666666667,0,-0.4433813603623,41.171390651966,-8.6429326111044,41.248934914058,-8.6763800882596,0313322333031,0313322331232
"LINESTRING (-8.63525390625 41.16211185167059, -8.679199218750002 41.19518774143979)",2020-04-14 1600,728718,Ramalde,728793,Guifões,5.2013034591093,13,PT,LEVEL5,85,131.2,-46.2,-34.947049924357,0,-0.459896187961,41.171390651966,-8.6429326111044,41.203604575851,-8.6665221915212,0313322333031,0313322333012
"LINESTRING (-6.74560546875 37.56199491714711, -6.74560546875 37.56199491714711)",2020-04-14 1600,884363,Valverde del Camino,884363,Valverde del Camino,0,13,ES,LEVEL4,539,549.4,-10.4,-1.8895348837209,0,-0.44700700169048,37.559028347229,-6.7399665848441,37.559028347229,-6.7399665848441,0331103300310,0331103300310
"LINESTRING (-8.63525390625 41.19518774143979, -8.50341796875 41.19518774143979)",2020-04-14 1600,728795,Leça do Balio,731614,Valongo,11.030844104994,13,PT,LEVEL5,11,13.2,-2.2,-15.492957746479,0,-1.0147843288318,41.212669419231,-8.6301942747858,41.191958012735,-8.4982960874911,0313322333013,0313322333112
"LINESTRING (-8.63525390625 41.19518774143979, -8.54736328125 41.16211185167059)",2020-04-14 1600,728795,Leça do Balio,731412,Fânzeres,8.2239827068663,13,PT,LEVEL5,16,35.4,-19.4,-53.296703296703,0,-2.0472155025867,41.212669419231,-8.6301942747858,41.169276181768,-8.5302572246125,0313322333013,0313322333121
"LINESTRING (-8.63525390625 41.19518774143979, -8.54736328125 41.19518774143979)",2020-04-14 1600,728795,Leça do Balio,731422,Baguim do Monte,7.3538964609576,13,PT,LEVEL5,30,35.2,-5.2,-14.364640883978,0,-0.41277642014882,41.212669419231,-8.6301942747858,41.192198058705,-8.5358890168331,0313322333013,0313322333103
"LINESTRING (-8.63525390625 41.19518774143979, -8.54736328125 41.228246926814975)",2020-04-14 1600,728795,Leça do Balio,731612,Ermesinde,8.2198293289002,13,PT,LEVEL5,24,32.6,-8.6,-25.595238095238,0,-0.79575070096243,41.212669419231,-8.6301942747858,41.216021043588,-8.5493190824051,0313322333013,0313322333101
"LINESTRING (-8.63525390625 41.19518774143979, -8.59130859375 41.09590996932491)",2020-04-14 1600,728795,Leça do Balio,728824,Vilar de Andorinho,11.636340458994,13,PT,LEVEL5,14,10.4,3.6,31.578947368421,0,0.68900310211586,41.212669419231,-8.6301942747858,41.099937415939,-8.5741603299697,0313322333013,0313322333300
"LINESTRING (-8.63525390625 41.19518774143979, -8.59130859375 41.12901926009517)",2020-04-14 1600,728795,Leça do Balio,728813,Oliveira do Douro,8.2260591304821,13,PT,LEVEL5,17,18.2,-1.2,-6.25,0,-0.1442541110503,41.212669419231,-8.6301942747858,41.125480000231,-8.5852715180741,0313322333013,0313322333122
"LINESTRING (-8.63525390625 41.19518774143979, -8.59130859375 41.16211185167059)",2020-04-14 1600,728795,Leça do Balio,728709,Bonfim,5.2013034591091,13,PT,LEVEL5,36,55,-19,-33.928571428571,0,-0.46917155840855,41.212669419231,-8.6301942747858,41.151718420514,-8.5961234159603,0313322333013,0313322333120
"LINESTRING (-8.63525390625 41.19518774143979, -8.59130859375 41.19518774143979)",2020-04-14 1600,728795,Leça do Balio,731464,Pedrouços,3.6769483477673,13,PT,LEVEL5,74,84.8,-10.8,-12.587412587413,0,-0.33954542287871,41.212669419231,-8.6301942747858,41.189899544658,-8.5888515279529,0313322333013,0313322333102
"LINESTRING (-8.63525390625 41.19518774143979, -8.59130859375 41.228246926814975)",2020-04-14 1600,728795,Leça do Balio,731457,Nogueira,5.1986766324707,13,PT,LEVEL5,32,39.4,-7.4,-18.316831683168,0,-0.71605452473747,41.212669419231,-8.6301942747858,41.235009661598,-8.5859938225774,0313322333013,0313322333100
"LINESTRING (-8.63525390625 41.19518774143979, -8.59130859375 41.26128940523195)",2020-04-14 1600,728795,Leça do Balio,731461,Silva Escura,8.2177523785262,13,PT,LEVEL5,10,10.8,-0.8,-6.7796610169492,0,-0.16432960600355,41.212669419231,-8.6301942747858,41.25256566042,-8.5817843431072,0313322333013,0313322331322
"LINESTRING (-6.13037109375 37.38761546711722, -6.13037109375 37.38761546711722)",2020-04-14 1600,887166,Espartinas,887166,Espartinas,0,13,ES,LEVEL4,1049,1017.6,31.4,3.0826624779109,0,0.29173917472652,37.385172922129,-6.1244811621402,37.385172922129,-6.1244811621402,0331103312102,0331103312102
"LINESTRING (-8.63525390625 41.19518774143979, -8.63525390625 41.12901926009517)",2020-04-14 1600,728795,Leça do Balio,728805,Canidelo,7.3576109778752,13,PT,LEVEL5,19,23.6,-4.6,-18.69918699187,0,-0.48010528983195,41.212669419231,-8.6301942747858,41.128124084191,-8.6530780410415,0313322333013,0313322333033
