Município;Butano;Propano;Gás Auto;Gasolina IO 95;Gasolina IO 98;Gasóleo Rodoviário;Gasóleo Colorido;Lubrificantes;Biodiesel;Grand Total
Caldas da Rainha;0;0;394,021;7667,081394;649,767224;40680,55824;816,42288;152,326;0;50360,17674
Calheta (Açores);0;0;0;178,966146;5,60222;984,78324;0;5,454;0;1174,805606
Calheta (Madeira);0;0;0;435,09704;101,187554;851,6382;0;1,371;0;1389,293794
Câmara de Lobos;0;0;0;2086,317312;536,011814;4202,40492;0;10,315;0;6835,049046
Caminha;0;0;0;721,972832;52,85163;3036,76716;0;44,047;0;3855,638622
Campo Maior;0;0;0;292,922122;12,104716;1323,13356;0;0,61;0;1628,770398
Cantanhede;0;0;160,629;3371,105368;631,96716;17048,1192;0;716,073;0;21927,89373
Carrazeda de Ansiães;0;0;0;235,898628;119,423044;963,96216;0;0,456;0;1319,739832
Carregal do Sal;0;0;51,602;1022,169946;208,13039;3567,29604;0;0;0;4849,198376
Cartaxo;0;0;0;1099,045992;45,363656;3284,9082;0;0;0;4429,317848
Cascais;0;0;190,779;23929,95301;1342,039166;55472,27868;0;130,272;1,496;81066,81786
Castanheira de Pêra;0;0;0;124,353724;24,916684;429,52644;0;0;0;578,796848
Castelo Branco;0;0;66,132;3602,125902;256,715318;20177,73744;0;474,502;0;24577,21266
Castelo de Paiva;0;0;16,991;1558,234356;188,717906;5174,06904;0;24,981;0;6962,993302
Castelo de Vide;0;0;1,54;175,508436;4,767542;767,92968;0;0,902;0;950,647658
Castro d’Aire;0;0;18,439;724,242164;135,103228;3055,90656;0;12,379;0;3946,069952
Castro Marim;0;0;0;196,338994;11,406512;707,08008;0;0,18;0;915,005586
Castro Verde;0;0;0;394,475848;51,961156;2157,14856;0;1,1;0;2604,685564
Celorico da Beira;0;0;0;338,584782;60,310952;2631,32188;0;0,108;0;3030,325614
Celorico de Basto;0;0;3,85;773,84072;183,058382;3034,2648;0;1,5;0,352;3996,865902
Chamusca;0;0;0;636,854978;43,462822;3211,35864;0;0,18;0;3891,85644
Chaves;0;0;39,512;1871,544658;200,700474;11197,88712;0;40,81;0;13350,45425
Cinfães;0;0;0;652,94023;112,784074;2590,77336;0;2,309;0;3358,806664
Coimbra;0;0;1213,697;15443,65918;1002,375894;57029,65716;0;314,999;21,36;75025,74823
Condeixa-a-Nova;0;0;59,25;958,886766;64,240046;8400,44688;0;0,638;0,096;9483,557692
Constância;0;0;0;299,058718;13,514696;1058,02956;0;0,211;0;1370,813974
Coruche;0;39,351;0;1267,803874;214,640426;6551,1012;0;18,033;0;8090,9295
Corvo;0;0;0;11,834544;0;68,81616;0;0;0;80,650704
Covilhã;0;0;61,065;2952,672476;286,266656;10900,37088;0;6,198;1,018;14207,59101
Crato;0;0;0;366,684364;19,444152;1445,35104;0;0;0;1831,479556
Cuba;94,312;73,26;0;229,966436;25,058436;1079,883;0;36,225;0;1538,704872
Elvas;0;0;42,327;822,28969;38,204426;5733,58464;0;8,65;0;6645,055756
Entroncamento;0;0;0;2078,33362;165,383868;5473,80036;1226,10432;2,51;0;8946,132168
Espinho;0;0;16,916;3035,87684;180,166038;6675,80088;0;4,64;0;9913,399758
Esposende;0;0;11,923;2669,728104;154,839178;6774,0666;0;4,435;1,621;9616,612882
Estarreja;0;0;351,109;2673,210432;307,74133;13232,95932;0;15,289;0,043;16580,35208
Estremoz;0;0;56,71;1402,24128;215,656064;7236,89316;0;20,182;0;8931,682504
Évora;0;0;171,472;4397,934084;234,989176;18764,20768;0;457,782;0;24026,38494
Fafe;0;0;0,44;4279,117918;763,017252;19213,95336;0;2,411;42,152;24301,09153
Faro;0;0;236,663;8864,937324;339,105468;21587,65856;1066,3716;264,025;0;32358,76095
Feira;0;0;351,302;9759,67182;1078,654304;32149,53672;0;93,033;236,06;43668,25784
Felgueiras;0;0;125,603;2328,199606;643,895642;14082,82344;0;9,942;0;17190,46369
Ferreira do Alentejo;0;0;0;363,802566;69,27375;1310,2908;0;7,024;0;1750,391116
Ferreira do Zêzere;0;0;13,438;593,708576;50,014328;3249,4812;0;89,655;0;3996,297104
Figueira da Foz;0;0;2119,135;5282,588628;544,792144;21449,17236;0;36,267;3,753;29435,70813
Figueira de Castelo Rodrigo;0;0;0;184,69468;16,04889;766,45212;0;0;0;967,19569
Figueiró dos Vinhos;0;0;0;444,345202;119,487134;2397,38268;0;3,836;0;2965,051016
Fornos de Algodres;0;0;0;321,916904;20,78401;1118,15424;0;0;0;1460,855154
Freixo de Espada à Cinta;0;7,089;0;60,465538;6,782984;639,24084;0;6,742;0;720,320362
Fronteira;0;0;0;107,468014;15,858128;537,4908;0;0;0;660,816942
Funchal;0;7,536;0;13151,8405;2493,30458;37843,66824;0;151,956;0;53648,30532
Fundão;0;0;33,8;1819,375386;144,363102;8230,28388;0;49,468;0;10277,29037
Góis;0;0;0;167,3278;39,5096;625,8294;0;0,368;0;833,0348
Golegã;0;0;0;52,1081;15,748798;226,1952;0;2,604;0;296,656098
Gondomar;0;0;320,539;13702,76001;424,879368;32440,67904;0;338,938;1,42;47229,21541
Gouveia;0;0;4,887;871,031838;113,109802;2814,62076;0;3,309;0;3806,9584
Grândola;0;0;205,596;2113,118108;179,344178;12670,5264;0;4,667;0;15173,25169
Guarda;0;0;131,253;3792,571496;274,12424;18346,99504;0;80,904;0;22625,84778
Guimarães;0;0;370,348;13158,98494;1221,699414;50247,2594;0;109,046;317,85;65425,18775
Horta;0;0;0;1967,244522;56,691752;6758,85504;0;4,18;0;8786,971314
Idanha-a-Nova;0;0;0;221,130812;16,198182;1019,00652;0;1,269;0;1257,604514
Ílhavo;0;0;0;852,087168;61,08154;3185,34384;0;522,108;0;4620,620548
Lagoa (Açores);0;0;0;1297,757266;80,85142;2220,41736;0;4,187;0;3603,213046
Lagoa (Algarve);0;0;0;2507,654382;132,743962;7250,65152;0;4,878;0,949;9896,876864
Lagos;0;0;84,342;4719,390706;309,425012;10507,20636;0;1,863;0;15622,22708
Lajes das Flores;0;0;0;361,80627;0;1279,3662;0;4,036;0;1645,20847
Lajes do Pico;0;0;0;969,662736;20,481656;3053,778;0;1,29;0;4045,212392
Lamego;0;0;59,377;1896,097756;258,4335;6621,47304;0;24,515;0;8859,896296
Leiria;0;0;477,074;11306,92655;1306,60239;80400,40892;0;755,206;8,967;94255,18486
Lisboa;0;0;1625,238;118170,5783;5327,954892;332164,6541;679,11732;3540,733;0,031;461508,3067
Loulé;0;0;146,662;9904,492054;620,370842;26977,49628;0;62,281;16,07;37727,37218
Loures;0;0;416,495;23524,97423;941,199718;94658,87644;0;504,86;0,072;120046,4774
Lourinhã;0;1,594;185,087;1875,291816;227,788678;8033,06784;0;274,194;4,05;10601,07333
Lousã;0;0;66,07;770,12191;151,164182;3698,98872;0;165,294;0;4851,638812
Lousada;0;0;124,849;2808,608686;585,505128;13614,55704;0;81,114;52,357;17266,99085
Mação;0;0;0;830,018996;132,78317;10436,53548;0;58,404;0;11457,74165
Macedo de Cavaleiros;0;0;0;181,4272;79,503268;1376,20812;0;0;0;1637,138588
Machico;0;0;0;878,666402;169,351416;1532,91432;0;0,305;0;2581,237138
Madalena;0;0;0;182,599166;4,798456;589,0836;0;1,66;0;778,141222
Mafra;0;0;156,812;4545,632386;338,46135;23943,49204;0;270,317;2,2;29256,91478
Maia;0;27,344;23,568;14033,05598;632,917366;50589,084;0;383,496;49,122;65738,58735
Mangualde;0;0;0,33;1822,236296;125,139118;8382,38604;0;53,528;0;10383,61945
Manteigas;0;0;12,756;150,902372;53,734564;460,19988;0;1,194;0;678,786816
Marco de Canavezes;0;0;8,162;3860,846162;976,34706;13385,59824;0;57,441;0;18288,39446
Marinha Grande;0;0;167,018;2665,704926;196,843764;8127,3654;0;67,277;1,45;11225,65909
Marvão;0;0;0;7,471936;0;0;0;0;0;7,471936
Matosinhos;0;0;458,484;40846,16173;3646,288738;177887,8218;0;345,896;629,729;223814,3813
Mealhada;0;0;50,653;2004,900364;239,246462;8237,72292;0;0,617;0;10533,13975
Meda;55,514;28,785;0;148,821778;47,01567;918,141;0;0;0;1198,277448
Melgaço;0;0;0;113,408412;69,54142;701,00268;0;2,319;0;886,271512
Mértola;0;0;0;337,802228;35,470422;1699,6602;0;5,037;0;2077,96985
Mesão Frio;0;0;0;341,34349;39,214786;1291,395;0;0;0;1671,953276
Mira;0;0;0,748;621,097966;113,298302;2047,32444;0;0;0;2782,468708
Miranda do Corvo;0;0;0;310,109216;55,197324;1658,20536;0;0;0;2023,5119
Miranda do Douro;0;0;0;307,434806;19,668844;1954,47924;0;7,246;0;2288,82889
Mirandela;0;0;21,788;836,674062;319,18328;5503,5246;0;11,321;0;6692,490942
Mogadouro;0;0;0;289,203312;84,57995;2027,79108;0;10,155;0;2411,729342
Moimenta da Beira;0;0;0;758,273938;103,33193;3629,49636;0;0,834;0;4491,936228
Moita;0;0;361,208;4641,732106;160,16034;10193,70324;0;18,344;0;15375,14769
Monção;0;0;0;548,327904;43,888832;3563,7042;0;6,174;0,927;4163,021936
Monchique;0;0;0;421,447478;106,108158;1426,75764;0;1,409;0;1955,722276
Mondim de Basto;0;0;0,275;309,83991;59,346586;2072,2548;0;8,919;0;2450,635296
Monforte;0;0;0;126,821492;3,29121;531,92244;0;0;0;662,035142
Montalegre;0;0;0;382,58237;74,262214;2093,6118;0;4,808;0;2555,264384
Montemor-o-Novo;0;0;26,449;1842,52675;135,918302;10169,79012;0;8,575;0,36;12183,61917
Montemor-o-Velho;0;0;153,191;1136,946522;210,841774;5109,45204;0;6,43;2,393;6619,254336
Montijo;0;0;193,014;6680,015224;371,658664;25277,6434;0;34,619;3,678;32560,62829
Mora;0;0;24,745;303,53248;66,865474;1515,43476;0;0,801;0;1911,378714
Mortágua;0;0;17,946;444,17586;105,004302;2612,65788;0;2,177;0;3181,961042
Moura;0;0;0;498,783806;29,337386;2531,8314;0;1,522;0;3061,474592
Mourão;0;0;0;122,535722;4,285736;645,71556;0;0;0;772,537018
Murça;0;0;0;443,302294;84,248944;2401,6608;0;5,88;0;2935,092038
Murtosa;0;0;0;475,85102;41,821364;928,34196;0;0;0;1446,014344
Nazaré;0;0;0;1113,709368;64,168416;2716,7868;0;91,382;0;3986,046584
Nelas;0;0;0;1054,94844;64,122422;4172,62188;0;0,247;0;5291,939742
Nisa;0;0;0;198,722464;13,550888;708,59628;0;0,746;0;921,615632
Nordeste;0;0;0;404,543864;13,005746;1299,98064;0;3,061;0;1720,59125
Óbidos;0;0;41,219;597,443798;55,615794;2761,76712;0;4,754;0;3460,799712
Odemira;0;0;0;2505,958724;185,413878;7680,04524;0;4,032;0,882;10376,33184
Odivelas;0;2,375;274,432;6147,850156;172,084648;20206,89468;0;50,956;0;26854,59248
Oeiras;0;0;585,382;18677,8452;832,248944;51051,39196;0;186,694;8,978;71342,5401
Oleiros;0;0;0;273,885694;33,641972;3428,94888;0;17,553;0;3754,029546
Olhão;0;0,913;71,469;2943,733158;154,823344;6922,02252;0;17,675;0;10110,63602
Oliveira de Azeméis;0;0;0,605;3700,42483;453,63656;15132,72012;0;151,45;0;19438,83651
Oliveira de Frades;0;0;55,9;581,045226;115,004604;3428,82792;0;3,712;0;4184,48975
Oliveira do Bairro;0;0;49,602;1850,599216;231,181678;6609,35772;0;315,627;0;9056,367614
Oliveira do Hospital;0;0;0,055;2268,853814;295,631336;8774,63328;0;5,265;0;11344,43843
Ourique;0;0;0;511,924596;30,451044;2271,171;0;8,33;0;2821,87664
Ovar;0;0;507,275;3695,901832;326,039402;15033,14484;0;30,616;1,767;19594,74407
Paços de Ferreira;0;0;313,614;5674,276674;713,616514;19553,73084;0;636,816;10,648;26902,70203
Palmela;0;0;283,542;5211,978236;279,03975;24662,6204;0;70,183;397,99;30905,35339
Pampilhosa da Serra;0;0;0;155,05983;33,019168;978,7638;0;1,5;0;1168,342798
Paredes;0;0,952;225,58;4566,193638;617,395558;16877,26824;0;174,186;36,107;22497,68244
Paredes de Coura;0;0;0,385;368,085352;60,301904;1099,1358;0;1,533;0,178;1529,619056
Pedrogão Grande;0;0;0;140,27411;19,352918;584,61228;0;0,885;0;745,124308
Penacova;0;0;44,825;674,690606;91,68263;3638,10972;0;0,363;0;4449,670956
Penafiel;0;8,825;131,6;3659,554474;540,86682;16890,24792;0;23,553;2,64;21257,28721
Penalva do Castelo;0;0;0;435,672206;26,990938;1314,38916;0;5,937;0;1782,989304
Penamacor;0;0;0;149,504368;31,989204;875,04228;0;0;0;1056,535852
Penedono;0;0;0;131,063994;47,942336;680,33364;0;0;0;859,33997
Penela;0;0;0;129,615262;31,651412;1354,62516;0;3,657;0;1519,548834
Peniche;0;0;0,165;2427,87938;128,529102;6455,1438;0;14,458;0;9026,175282
Peso da Régua;0;0;0;910,848842;168,410424;4255,92216;1431,10212;3,908;0;6770,191546
Pinhel;0;0;0;195,963756;21,10069;2916,72444;0;2,112;0;3135,900886
Pombal;0;0;397,354;3180,500876;666,658148;33884,26852;0;147,301;56,99;38333,07254
Ponta Delgada;0,135;0;0;9334,819598;426,559666;35257,39224;0;326,983;0;45345,8895
Ponta do Sol;0;0;0;1352,7218;294,80269;2822,61504;0;0;0;4470,13953
Ponte da Barca;0;0;0;630,63856;68,766308;1774,96788;0;0,086;53,58;2528,038748
Ponte de Lima;0;0;121,643;2516,275904;367,935412;11819,13876;0;444,543;7,146;15276,68208
Ponte de Sôr;0;0;3,735;1177,75496;169,06565;4892,46744;0;2,856;0;6245,87905
Portalegre;0;0;45,43;2009,187626;46,991542;9412,23444;0;6,903;0;11520,74661
Portel;0;0;0;220,401224;27,804504;1128,42828;0;0;0;1376,634008
Portimão;0;0;278,044;6503,146084;472,868838;19501,60968;0;47,925;0;26803,5936
Porto;0;0;644,563;24252,06611;1249,196268;62180,372;2919,87696;525,964;86,365;91858,40334
Porto de Mós;0;0;271,135;1623,442216;256,383374;10217,08884;0;3,876;0;12371,92543
Porto Moniz;0;0;0;164,017052;38,160694;407,33196;0;0,044;0;609,553706
Porto Santo;0;0;0;0;505,557;6431,29452;0;1,085;0;6937,93652
Póvoa de Lanhoso;0;0;0,264;501,92372;63,182938;1567,80792;0;17,783;0;2150,961578
Póvoa de Varzim;0;0;436,335;5948,23473;333,927934;21437,55852;0;113,838;64,394;28334,28818
Povoação;0;0;0;660,749358;43,915976;1930,02012;0;0;0;2634,685454
Proença-a-Nova;0;0;0;489,176072;35,701146;2068,2102;0;0;0;2593,087418
Redondo;0;0;0;353,37274;18,679596;1316,47908;0;0,15;0;1688,681416
Reguengos de Monsaraz;0;0;0;651,505672;37,139024;2355,9716;0;7,887;0;3052,503296
Resende;0;0;0,803;727,66705;83,743764;2233,57008;0;2,351;0;3048,134894
Ribeira Brava;0;0;0;1334,34409;338,528658;6076,71372;0;73,393;0;7822,979468
Ribeira de Pena;0;0;0;253,1551;110,631404;1317,14268;0;0;0;1680,929184
Ribeira Grande;0;0;0;1703,205282;133,483636;3459,75084;0;10,986;0;5307,425758
Rio Maior;0;0;43,295;1018,191528;160,513028;5419,3902;0;19,049;823,049;7483,487756
Sabrosa;0;0;0;161,98644;0;534,68856;0;1,004;0;697,679
Sabugal;0;0;14,386;524,47903;106,944344;2668,03236;0;0,564;0;3314,405734
Salvaterra de Magos;0;0;97,593;1255,005498;75,713664;6706,76664;0;35,261;0;8170,339802
Santa Comba Dão;0;0;17,474;631,82843;101,964174;3149,63124;0;2,509;0;3903,406844
Santa Cruz;0;2,663;0;4948,351534;839,34149;10105,4268;0;13,138;0;15908,92082
Santa Cruz da Graciosa;0;0;0;596,274816;4,524;1634,2914;0;0,255;0;2235,345216
Santa Cruz das Flores;0;0;0;0;0;12,6882;0;0;0;12,6882
Santa Marta de Penaguião;0;0;0;160,981578;78,5668;846,36552;0;0;0;1085,913898
Santana;0;0;0;929,050496;278,247866;3212,08608;0;0;0;4419,384442
Santarém;0;0;554,803;8208,779596;589,41894;38276,31912;0;116,479;3,165;47748,96466
Santiago do Cacém;0;0;0,165;1724,969086;157,064986;10077,18096;0;15,875;0;11975,25503
Santo Tirso;0;0;3,982;11847,83026;1374,39703;53931,30064;0;299,676;1,009;67458,19493
São Brás de Alportel;0;0;3;1067,10451;63,808942;2421,762;0;1,16;0;3556,835452
São João da Madeira;0;0;410,675;2223,264262;177,033922;9567,11616;0;7,394;0;12385,48334
São João da Pesqueira;0;0;0;279,990958;102,744564;1730,4378;0;0,185;0;2113,358322
São Pedro do Sul;0;0;0;1077,882718;216,35162;3107,46828;0;62,921;0;4464,623618
São Roque do Pico;0;0;0;217,188202;6,788262;883,932;0;0,09;0;1107,998464
São Vicente;0;0;0;660,200302;164,497918;2081,478;0;0,32;0;2906,49622
Sardoal;0;0;0;338,264002;0;1019,61636;0;0,023;0;1357,903362
Sátão;0;0;17,84;366,298682;37,381058;1757,38416;0;0,173;0;2179,0769
Seia;0;0;21,104;1444,415644;107,323956;4485,08928;0;4,972;0;6062,90488
Seixal;0;0;642,791;13676,89992;518,506564;32536,92268;0;57,08;32,993;47465,19316
Sernancelhe;0;0;0;204,089934;31,443308;833,00196;0;0,129;0;1068,664202
Serpa;0;0;0;258,662818;43,380636;1545,34548;0;1,397;0;1848,785934
Sertã;0;0;19,727;1175,83774;116,729756;11284,21644;0;373,712;0;12970,22294
Sesimbra;0;0;0,11;4156,788838;168,182716;10582,75512;0;10,135;54,927;14972,89867
Setúbal;0;0;23,97;9791,41785;406,674976;46537,25164;2029,06032;592,754;0;59381,12879
Sever do Vouga;0;0;0;653,061828;212,770506;3690,06456;0;0;0;4555,896894
Silves;0;0;13,872;5476,906708;358,220674;23745,61524;0;83,699;0;29678,31362
Sines;0;0;54,72;5220,094716;413,460424;26464,28484;0;25,277;0,054;32177,89098
Sintra;0;0;840,146;31720,65854;1262,14506;85038,42732;0;458,199;28,43;119348,0059
Sobral de Monte Agraço;0;11,2;0;510,5997;48,36156;2632,49364;0;2,452;0;3205,1069
Soure;0;0;63,284;786,132562;116,812696;3109,45152;0;3,327;0;4079,007778
Sousel;0;0;0;169,980576;14,681134;725,53992;0;0;0;910,20163
Tábua;0;0;0;937,434044;151,249384;3201,79944;0;12,831;0;4303,313868
Tabuaço;0;0;0;9,718888;3,398278;37,36068;0;0;0;50,477846
Tarouca;0;0;0;437,936316;113,711494;2780,80992;0;3,383;0;3335,84073
Tavira;0;0;0;2663,893638;150,233746;7017,864;0;2,672;0;9834,663384
Terras do Bouro;0;0;0;428,622506;51,891034;1227,92712;0;0,382;0;1708,82266
Tomar;0;0;156,273;3042,935492;267,849452;12122,41584;0;26,249;0;15615,72278
Tondela;0;0;56,746;2644,802006;333,12474;8229,291;0;4,446;0;11268,40975
Torre de Moncorvo;0;14,823;0;222,616098;51,174734;1427,53632;0;158,894;0;1875,044152
Torres Novas;0;0;243,921;3426,253418;224,673904;13902,49728;4,19916;32,469;0,313;17834,32676
Torres Vedras;0;0;304,862;5767,055948;381,846896;36070,99944;0;172,604;158,46;42855,82828
Trancoso;0;0;0;453,367326;135,931874;2250,9144;0;0;0;2840,2136
Trofa;0;0;176,86;3354,857488;227,075394;15179,57616;0;242,945;2,105;19183,41904
Vagos;0;0;0,165;1380,39094;230,62975;5724,34464;0;117,68;0,018;7453,22833
Vale de Cambra;0;0;7,943;2050,077378;206,199396;7935,00708;0;45,565;0;10244,79185
Valença;0;0,676;38,404;255,892174;27,061814;1899,50712;0;2,29;0;2223,831108
Valongo;0;0;455,44;11797,01274;483,891564;39674,99344;0;1,542;1,091;52413,97074
Valpaços;0;0;0;380,552504;88,253438;2583,96096;0;8,376;0;3061,142902
Velas;0;0;0;544,940318;18,960838;1980,33108;0;0,165;0;2544,397236
Vendas Novas;0;0;0;950,647196;67,257554;4830,63588;0;0;123,74;5972,28063
Viana do Alentejo;0;0;0;295,070602;20,185952;1654,73876;0;781,093;0;2751,088314
Viana do Castelo;0;0;33,933;7660,843342;535,983916;24493,2154;314,8362;103,679;118,988;33261,47886
Vidigueira;0;0;0;369,750424;37,76032;1216,38216;0;1,788;0;1625,680904
Vieira do Minho;0;0;0;609,743846;80,961504;1760,52744;0;0,532;0,252;2452,01679
Vila de Rei;0;0;0;186,591758;34,35224;775,1436;0;0;0;996,087598
Vila do Bispo;0;0;0;585,361582;62,27663;1099,44576;0;0;0;1747,083972
Vila do Conde;0;0;180,924;6770,835502;329,257474;26703,00744;0;155,341;25,71;34165,07542
Vila do Porto;0;0;0;586,767046;27,138722;979,8684;0;3,682;0;1597,456168
Vila flor;0;0;1,976;209,36117;70,150652;1715,658;0;2,247;0;1999,392822
Vila Franca de Xira;0;1,236;147,379;9111,999096;361,48908;49570,8664;0;1169,061;45,15;60407,18058
Vila Franca do Campo;0;0;0;741,362864;14,871142;1029,51492;0;1,536;0;1787,284926
Vila Nova da Barquinha;0;0;0;314,905996;23,184746;1075,78968;0;222,429;0;1636,309422
Vila Nova de Cerveira;0;0;0,825;141,593038;3,74738;643,5114;0;0;0;789,676818
Vila Nova de Famalicão;0;0;961,543;8830,316956;666,817996;29321,97828;0;102,262;16,736;39899,65423
Vila Nova de Foz Côa;0;0;0;302,739482;46,72161;1683,46752;0;0,259;0;2033,187612
Vila Nova de Gaia;0;2,316;800,242;25748,58986;1307,358688;107912,7838;0;1699,884;5,945;137477,1194
Vila Nova de Ourém;0;0;2,519;3410,090582;706,94286;53274,29184;0;596,414;0;57990,25828
Vila Nova de Paiva;0;0;0;368,078638;29,269526;1332,36768;0;235,99;0;1965,705844
Vila Nova de Poiares;0;0;0;376,74119;101,901592;2228,39904;0;3,376;0;2710,417822
Vila Pouca de Aguiar;0;0;1,155;622,237854;83,53566;3545,32668;0;9,136;0;4261,391194
Vila Praia da Vitória;0;0;0;1932,81513;99,32819;6502,20984;0;0,36;0;8534,71316
Vila Real;0;0;93,438;4240,619096;549,329716;22929,83196;0;36,24;0;27849,45877
Vila Real de Santo António;0;0;57,901;1020,873398;62,83836;4764,606;0;7,406;0;5913,624758
Vila Velha de Rodão;0;0;48,348;429,769854;27,80752;3263,77172;0;0,244;0;3769,941094
Vila Verde;0;0;0;5054,962394;768,271712;18369,47952;0;0;0,298;24193,01163
Vila Viçosa;0;0;0;264,301832;26,040898;1121,72844;0;2,423;0;1414,49417
Vimioso;0;0;0;73,934568;30,01297;577,92084;0;0;0;681,868378
Vinhais;0;0;0;250,218844;49,77154;977,25936;0;0,707;0;1277,956744
Viseu;0;0;395,065;9259,155802;600,34316;43851,9224;0;759,955;0;54866,44136
Vizela;0;0;51,009;1158,720024;153,35229;4424,62944;0;0,415;0;5788,125754
Vouzela;0;0;77,887;497,390278;92,217216;1753,29544;0;1,679;0;2422,468934
Grand Total;2210,657;1473,879;28171,176;1048675,54;83446,26299;3963126,231;11132,96772;29496,256;4670,463;5172403,432
